Time (s),Temperature (°C),Radiation Level (µSv/h),Lunar Dust Activity (0-100),Magnetic Field Variation (nT)
0,60.16390433243629,215.8343361268536,25.331854007226582,-7.681808104166157
1,57.912705449557315,216.65097359005748,10.411902704309675,-6.410071558160423
2,66.62190342385648,210.3392886997971,21.842765338389214,-11.341598096479604
3,64.12737422667536,225.79477448560496,17.104466151524775,-20.653841168957
4,59.55926013913749,217.50897412568165,11.52843267288543,-12.50872812825046
5,54.151923115390886,215.15845736765613,24.115689836883625,7.61497895973743
6,53.96298296868254,214.40787382822097,12.538380365316268,6.669597171659637
7,57.05462350228266,224.14531877097127,17.10972624944813,9.12796208312314
8,60.599266398883834,228.9344212081392,19.46504723151866,10.176917044221014
9,57.793197319374336,218.1988331312147,28.67081103978221,-5.595687747538982
10,60.542348704705866,226.55767078817954,20.264239204437974,25.767134796334133
11,59.39148432396643,217.32101676365843,18.05752835388231,-14.425782648150502
12,66.81879384560966,220.87205394309345,17.13103751275645,-9.849117400194608
13,59.95746012088216,227.0974097055738,24.213397925404518,-9.184941357577731
14,50.34032056415676,222.84376256212636,28.270033453963144,-1.3127813278336384
15,62.94804064488767,210.82132464733965,26.485372288565074,-8.913116170053272
16,61.64581242419729,220.92773422227128,23.67099117109201,-5.389278889061115
17,59.231520037800934,227.67213730066018,25.017420714424073,4.428434974263073
18,56.878239871901414,203.0242886311052,10.914774262410667,6.983145366395769
19,60.79767744232758,218.58807156043463,28.81477377989005,3.866593938809391
20,56.113889253681904,222.5510326576473,15.243890780884495,18.83659808452088
21,63.13030894948948,220.0202389155591,11.404267962701391,16.40324570844688
22,57.46410214231339,219.21650438239965,11.929698284892572,-5.870647837409725
23,63.75314930494549,229.09778746158557,18.767180797126493,-19.31293546258978
24,59.64975297407046,207.91787938617978,12.029413879014914,9.577247904853184
25,61.28581060120368,211.02970098423032,24.235883219842194,-10.454015507631004
26,67.4007359362154,214.39797795539673,10.071029618687064,13.002118573656166
27,60.625769924691646,221.03900313461676,16.223759052500206,-17.569068228821337
28,69.56530691901578,222.82537293669452,10.133976587492574,1.933913587640355
29,59.968860293986545,211.96423111092685,28.502258928348954,17.232043648795177
30,60.72881033257778,217.5781226781621,17.53848374806252,3.4421653666988603
31,60.695408841328515,207.9126596136553,15.210899400986035,-6.037656650025511
32,61.69934954633672,203.44483754471386,15.31507829221426,20.245234979887606
33,63.17555425640963,213.1741422893604,28.124482098215186,-1.4877208080299522
34,59.60474840122959,230.06747445905836,17.241816460967353,0.49902247934975813
35,56.490755121022666,219.51862896281403,12.661026239149827,0.25708567908288577
36,56.337103099085304,220.85035276727083,23.700006811745418,-9.002422894278215
37,58.813069750721525,233.9127660772959,17.398738579775017,31.278335862561246
38,61.05651629436744,232.69974541161815,19.81597816180681,-5.92679706912065
39,61.213677365613385,217.34618319377205,24.606245516777957,8.146941137202756
40,52.15873499185415,236.79923640482488,15.367858194874133,-12.564040916180705
41,58.207905422172615,213.9423270926374,20.346063100590904,0.7248374527266237
42,60.55432685752895,213.81090226633793,23.529638711696045,-8.177930376956738
43,58.61798235728338,198.2788499629969,25.99562935582597,-7.1672658484106835
44,51.842176446170555,228.61772958459997,18.010552643443127,-2.132985649240117
45,64.40501127845157,223.09664330804623,29.989728134537735,-8.917731364994594
46,63.93602392828488,222.7825135191628,14.433700477481102,-4.1328031228993005
47,62.146260068916966,213.8299837156544,13.5296102016949,-9.805008855753469
48,65.9504734149954,224.87720933337144,22.120562320531437,-8.220006482058311
49,64.49295670897797,218.5877054723447,25.640888137667467,-25.26209002008055
50,60.80477973166973,230.30446192885844,27.970691350994272,-6.243850681031622
51,54.78739504296588,210.41099486159314,19.47396072367536,10.264926330901492
52,61.92657362096115,203.31693345473954,13.108400020560211,15.434487796340427
53,51.309399440730886,219.87531345739535,13.894535184266886,10.782186230945223
54,54.70287899134356,240.62907906091567,25.729693742452532,18.92962093679224
55,63.88932882808529,239.0952179271527,25.10232879635195,8.14578462545514
56,65.29538921391837,226.57772931343848,20.527297673292075,-1.7945032942125594
57,60.17175983965411,231.74066626972547,22.821625791426044,23.56494079064663
58,58.10838588688578,230.91595634049747,29.96339555216265,-17.952792269733585
59,59.429168294436536,210.6714437671599,20.365577896628878,14.600321899606115
60,58.164310679616456,217.81031805486992,10.722071213146966,-5.245480465852783
61,57.98590578817977,203.45653991666111,14.211484212802205,-11.580139771933746
62,57.41556736216558,243.26464520981352,25.75422909490931,-6.692470528422287
63,62.294311405060554,206.4781857925384,23.788423478540725,3.895504708812142
64,56.12716617113774,222.49903902092478,29.068161302237087,-15.934501123691863
65,62.09370286861703,233.28189887289574,21.191876804767322,-19.07005997916877
66,60.63110732591261,213.20151317818465,18.201181824758493,18.465823928767936
67,60.22716796483497,230.8587198637665,17.01091121879223,14.13884754360595
68,61.73551008754138,233.61394743156956,20.12265287847378,6.061894197669114
69,59.370459813909186,216.4229911292552,14.756491540505836,-5.214075824233483
70,62.038078958883084,231.51275616898653,15.656128761611983,12.004028452145814
71,60.72689993591579,225.3801997312038,25.4832353390953,11.939195901849903
72,64.52179438307466,223.29085112321667,14.749033244399198,-0.6265752285346805
73,63.78137509204445,221.79748786661662,11.667816544337557,-15.807034362422883
74,58.08464295118693,217.11119402399493,28.8865444899931,-5.266572100235668
75,57.06144790501551,202.35222422169056,25.997187826989798,0.22509244064187112
76,60.800712929192564,226.2403296497625,20.01942363101308,-4.911623793087829
77,56.72312227490602,216.20680341952658,22.730365965379427,-14.951904004003811
78,57.96341737771287,235.28625999208973,19.118540535196516,10.320093552199417
79,59.328981088600585,218.78061707151838,28.456432523181835,-12.15666135598566
80,56.243294308265945,210.50963894839188,25.235964760784224,-16.746050208190304
81,58.20358352584748,215.37736228827703,24.773116073021946,-1.2705334540972264
82,56.36673517670765,217.11818633861463,16.968588429229087,16.480962998195054
83,60.1135349961939,236.7019289044453,17.458608932853494,1.64651750397198
84,57.5614069130144,228.33382937321144,28.71756261836451,-3.123846305052795
85,66.3761162093457,230.5524041858595,18.470289675874582,-8.537713155711778
86,57.59421291092173,223.0097724542983,23.603745480736052,15.533239618360685
87,64.13935337833395,211.8538556442238,11.87634717620737,2.6321616398748096
88,58.23477802384826,226.2643319045926,12.571185918153365,8.595117504649615
89,63.61113817769855,227.64921656440032,27.66686963355243,10.074452084742312
90,57.969599762866885,219.1432628418395,28.877023471079678,-18.48469733665661
91,58.65326052017845,221.28601831913366,23.046041833917922,-10.026844492898153
92,63.63648405369607,211.37450768314932,15.385918760487705,-7.6889731815694775
93,60.64545454097794,229.7009081062271,29.24671173843098,9.32533418493516
94,56.56825761079327,216.8040266928302,13.205522325256325,10.433057874628972
95,62.49789512832058,213.527960935083,12.499683308224036,-8.747873903020794
96,60.80430171759994,228.32524362974806,26.81999663925435,-6.92891469476922
97,67.04416585091505,193.59928487527554,29.463087780852742,-5.930297247160485
98,54.76760379766059,218.48322477494608,20.369167701130017,-10.704881998145495
